origin,destination,amount,type,src_country,dst_country
C3920,M7027,663643.5745276775,TRANSFER,BR,US
C2781,M4643,289627.3025606206,TRANSFER,ZA,ZA
C4568,M1766,551897.6827829363,PAYMENT,FR,JP
C4455,M1093,720595.1674848605,TRANSFER,GR,GB
C1934,M3796,14137.672819875272,CASH_OUT,JP,GB
C3248,M8756,368966.57358604844,CREDIT,JP,GB
C6426,M4798,378128.5656899007,DEBIT,BR,AU
C7070,M1411,172120.39745099173,TRANSFER,FR,GB
C7985,M3225,203145.95696141457,TRANSFER,BR,ZA
C4351,M5620,115460.15534639572,PAYMENT,BR,JP
C6032,M4168,161978.88089847853,PAYMENT,IN,BR
C7324,M2714,381511.61219027016,TRANSFER,JP,BR
C8455,M7938,713264.9460482118,DEBIT,ZA,AU
C4923,M2437,383696.439599402,CREDIT,JP,BR
C8095,M2611,780425.3275521933,PAYMENT,US,GR
C7841,M3576,489503.9664176389,TRANSFER,FR,JP
C3747,M7063,196720.8710845197,TRANSFER,IN,US
C4658,M6568,369306.8687571195,DEBIT,US,GB
C5824,M1575,647078.1946727333,TRANSFER,BR,AU
C7596,M7533,250881.08590522542,CASH_OUT,US,GB
C1670,M3268,723557.2112779695,CREDIT,JP,IN
C8530,M3101,391249.1983318218,DEBIT,AU,GR
C4122,M7044,284371.1439671536,DEBIT,BR,GR
C3858,M4183,655805.2731467456,DEBIT,BR,US
C4621,M2427,732230.1132916027,TRANSFER,AU,ZA
C7009,M8519,237371.3977268731,DEBIT,BR,FR
C3591,M8854,11212.461960383274,PAYMENT,JP,US
C3253,M1665,125683.66952737891,CREDIT,GB,GB
C7371,M4564,903821.927479641,DEBIT,IN,IN
C6094,M7623,867692.7346061136,PAYMENT,FR,FR
C4215,M2598,515514.4831495482,DEBIT,ZA,GR
C6905,M1362,542294.5682503432,TRANSFER,FR,BR
C6500,M6973,26371.29734608175,CASH_OUT,JP,US
C6351,M8848,954613.2166785633,TRANSFER,GR,JP
C3731,M6415,168999.16805668725,DEBIT,GB,ZA
C7959,M6337,39669.10047754839,CASH_OUT,FR,AU
C3729,M3853,29204.58404299856,CREDIT,JP,BR
C7562,M6268,720342.8363012816,PAYMENT,GR,BR
C6519,M7162,511746.36700526974,DEBIT,BR,GR
C8269,M5413,582533.19181995,DEBIT,FR,FR
C1915,M7636,8994.872309852715,DEBIT,JP,ZA
C6281,M3206,373867.57186950237,PAYMENT,FR,BR
C1147,M5675,856519.5771254117,TRANSFER,JP,FR
C1844,M3611,283504.38474804343,CASH_OUT,GB,BR
C4938,M4256,210253.15530106242,TRANSFER,AU,IN
C5412,M6741,675025.8031130611,CASH_OUT,BR,AU
C2630,M3012,124846.44583700839,TRANSFER,GR,JP
C1198,M5106,357757.6365308434,PAYMENT,ZA,ZA
C5080,M6711,797032.7142555814,TRANSFER,FR,AU
C7671,M6632,641031.9049611604,PAYMENT,GR,US
C6123,M2910,906602.6750282592,DEBIT,US,IN
C7745,M4364,443953.1580133476,TRANSFER,GR,IN
C5088,M3956,964446.2360028505,PAYMENT,IN,GB
C1508,M2210,419621.18919819477,TRANSFER,ZA,ZA
C8697,M4978,943308.4434268982,CASH_OUT,ZA,FR
C5903,M1826,6286.18047444443,PAYMENT,ZA,GR
C8597,M2689,537347.2445695609,CREDIT,GR,GB
C3342,M8140,104887.87239193323,TRANSFER,BR,US
C2990,M2311,996023.63874667,CREDIT,GB,IN
C4790,M3824,946625.1390509408,CASH_OUT,AU,FR
C5606,M4247,963892.9570165204,CREDIT,IN,GB
C4394,M2447,979130.4591228712,TRANSFER,IN,GR
C2658,M8702,501784.6925646368,TRANSFER,ZA,FR
C5321,M2072,817418.7933307636,PAYMENT,GR,GB
C5558,M3925,100092.86905893576,CASH_OUT,AU,US
C7086,M2015,512265.70795492444,TRANSFER,GB,GB
C4418,M8639,914666.0600250666,PAYMENT,US,ZA
C7446,M4950,913892.7140042996,CREDIT,ZA,JP
C8064,M4262,195526.4607548201,CASH_OUT,FR,AU
C6142,M1800,125716.41066039054,TRANSFER,GB,GB
C5847,M7667,518689.69462441554,DEBIT,GB,GR
C7134,M7944,495212.99644617666,DEBIT,FR,FR
C3612,M8299,23147.048077556883,PAYMENT,ZA,US
C7210,M5521,862742.6412723435,TRANSFER,AU,BR
C3615,M2051,780178.0780589163,DEBIT,BR,GB
C1660,M3539,273576.43122190615,CASH_OUT,IN,BR
C4243,M7446,898281.1149304641,PAYMENT,GB,GR
C7241,M7008,973372.5236720663,DEBIT,GR,AU
C4050,M4242,677197.4059156548,CREDIT,FR,BR
C1971,M1496,776506.3793445986,CASH_OUT,AU,BR
C5943,M8170,690146.7924784347,CASH_OUT,AU,GR
C6734,M4635,252801.13080944977,TRANSFER,US,FR
C4956,M6383,643068.8278665242,CREDIT,BR,GR
C3239,M7029,668243.2310554999,CASH_OUT,AU,GB
C5342,M7045,53246.33398477958,TRANSFER,GB,GB
C4798,M6939,501651.3163948643,TRANSFER,US,JP
C6604,M7638,540474.4877179853,DEBIT,ZA,GR
C7344,M8399,404929.6499839984,CREDIT,JP,BR
C6807,M8641,978159.0361292369,CASH_OUT,ZA,JP
C3598,M6635,371006.7783999227,CREDIT,AU,JP
C1516,M4940,705806.2961247159,TRANSFER,US,GR
C4445,M6284,837637.482893354,PAYMENT,ZA,IN
C8846,M6440,925067.4489356603,TRANSFER,FR,JP
C4055,M2869,738199.8810317627,CASH_OUT,GB,IN
C4051,M3141,612328.6777847427,DEBIT,US,FR
C8131,M6505,9985.054974103768,PAYMENT,JP,GR
C8607,M5709,367079.4888436384,CASH_OUT,JP,US
C2749,M8358,261669.84122071936,DEBIT,JP,ZA
C7049,M5900,175759.85672909458,CREDIT,GR,FR
C1927,M6873,702105.7060177419,TRANSFER,JP,US
C3381,M5379,125450.71124422849,DEBIT,ZA,IN
C4785,M7274,19476.673271088323,DEBIT,AU,BR
C4116,M2079,331078.2549970113,TRANSFER,GR,BR
C7860,M8058,734403.949004059,PAYMENT,JP,JP
C2263,M4089,643857.691803654,CREDIT,GB,ZA
C5974,M2347,952003.73892056,DEBIT,BR,AU
C6896,M2466,371601.7935012647,CASH_OUT,JP,AU
C6861,M3525,451128.2841897818,PAYMENT,JP,GB
C4023,M7334,876921.1170498615,CREDIT,ZA,JP
C6757,M7238,267321.7453021971,CREDIT,AU,IN
C7924,M6923,299222.0703441658,PAYMENT,GB,ZA
C7002,M5656,593724.8274624661,TRANSFER,JP,IN
C7902,M6315,310652.5651780553,CREDIT,BR,JP
C8070,M7612,298966.71305494086,PAYMENT,US,JP
C7810,M2255,576592.2454829472,PAYMENT,AU,AU
C7913,M2435,709844.814634861,CREDIT,JP,BR
C2873,M3807,132721.95732596974,CASH_OUT,FR,ZA
C8039,M2103,326557.20499520603,PAYMENT,AU,BR
C5144,M3008,348228.15248917555,TRANSFER,GR,GB
C2450,M7059,256965.47567604427,DEBIT,US,JP
C4675,M8245,190368.8828599483,CASH_OUT,US,ZA
C3487,M7642,837785.3006186435,CREDIT,BR,BR
C3279,M3154,121994.95825193674,DEBIT,ZA,IN
C7358,M4285,626038.9559747829,CREDIT,IN,FR
C6524,M7495,911833.6096675257,CREDIT,ZA,GB
C1864,M2488,694429.3702918708,DEBIT,GB,GR
C3869,M2819,335370.2820791689,PAYMENT,IN,GB
C6960,M6789,815818.696496467,TRANSFER,US,GR
C3781,M5747,237083.9336982356,CREDIT,ZA,BR
C3810,M2984,115721.05416907616,PAYMENT,ZA,JP
C8831,M3555,663962.1818831709,CASH_OUT,AU,GB
C6378,M2317,861847.4155158886,TRANSFER,IN,GB
C7478,M2633,217994.312120345,TRANSFER,GB,GR
C5138,M6809,33114.337070026704,PAYMENT,ZA,ZA
C6339,M4164,878972.2529842794,CASH_OUT,AU,FR
C3824,M1759,571569.416282916,CASH_OUT,GR,BR
C2430,M7717,697775.1025872929,DEBIT,IN,US
C5835,M6506,394676.38725462835,DEBIT,JP,ZA
C6322,M6650,718038.6768484708,CASH_OUT,JP,JP
C5959,M8028,480106.7569923218,PAYMENT,IN,AU
C2550,M4862,942360.9946110152,DEBIT,IN,ZA
C5691,M3100,783609.2756279159,CREDIT,ZA,ZA
C2383,M3180,887652.9829360575,DEBIT,US,JP
C3754,M8005,651867.6680044379,CREDIT,ZA,JP
C2989,M4480,997758.0383319514,DEBIT,IN,GB
C3188,M1574,49703.80781476519,CASH_OUT,BR,AU
C2493,M8601,262287.1350026405,TRANSFER,GR,GB
C8554,M6746,516167.88624885795,CREDIT,US,JP
C8672,M5267,139916.16431073405,CASH_OUT,JP,FR
C3542,M6806,125110.86088877745,PAYMENT,IN,BR
C3269,M2730,315044.46259518754,CREDIT,IN,BR
C3753,M1626,921354.6747541479,DEBIT,GR,GR
C4329,M2963,999609.5700357415,DEBIT,ZA,IN
C5581,M2388,685964.5748720227,DEBIT,IN,US
C5860,M2367,420518.43148700794,CREDIT,IN,JP
C5217,M1385,156859.71212125538,TRANSFER,GB,BR
C2003,M3292,448788.1692081141,DEBIT,ZA,IN
C6159,M3534,257764.18581319158,DEBIT,GB,US
C5231,M1917,817517.6743652375,CREDIT,JP,US
C5003,M5510,122685.24371108427,TRANSFER,AU,ZA
C3397,M3659,376730.9315838247,CASH_OUT,US,ZA
C6757,M7981,870396.3969921672,PAYMENT,BR,BR
C2618,M2299,569855.290461883,DEBIT,AU,IN
C6186,M8156,831522.4207770613,CREDIT,FR,FR
C6543,M3705,97167.4228459456,CASH_OUT,GR,FR
C5351,M2279,942171.5078792945,PAYMENT,AU,JP
C4072,M7120,844.6865256028221,DEBIT,US,FR
C8813,M3581,706733.6580165705,CREDIT,FR,JP
C7226,M1387,911948.7285782028,DEBIT,BR,GR
C4703,M7200,157338.6126325485,CASH_OUT,FR,IN
C5845,M3536,17221.409495694512,PAYMENT,GR,US
C8586,M4064,508665.8752831044,TRANSFER,AU,US
C1367,M8338,961753.8818709789,CASH_OUT,GR,ZA
C7744,M7340,741871.8252606844,PAYMENT,IN,ZA
C6963,M8956,560632.5399306674,CREDIT,ZA,AU
C4368,M5931,369624.8095895657,CREDIT,US,IN
C6741,M6653,652348.2942516803,DEBIT,GB,JP
C4860,M8779,430235.8873697559,CASH_OUT,GR,US
C5378,M2638,779589.9516227978,DEBIT,IN,FR
C4770,M6294,332241.155181912,PAYMENT,JP,BR
C2906,M8905,819092.3242452025,CASH_OUT,IN,JP
C2227,M6336,252466.47105094057,PAYMENT,ZA,US
C6075,M5133,439775.2632860577,CREDIT,BR,US
C7654,M1044,736376.8210598739,PAYMENT,US,GR
C1005,M3565,176265.47734472522,CREDIT,US,BR
C2029,M2604,159168.5497126525,CREDIT,JP,IN
C3342,M5656,613743.9598322684,DEBIT,US,FR
C2725,M8877,526962.3752667421,TRANSFER,US,GR
C6174,M6734,529506.3964353148,DEBIT,ZA,IN
C8249,M3346,675522.853792888,CREDIT,GR,JP
C6838,M6415,571284.5918904642,CASH_OUT,BR,GR
C4680,M2275,859019.4857434648,CASH_OUT,GR,ZA
C7437,M5270,110366.45256341588,CREDIT,GB,BR
C5748,M2999,788309.3328580701,CASH_OUT,BR,US
C1483,M3939,851426.6424689777,TRANSFER,AU,ZA
C7898,M6189,674115.2355567018,DEBIT,IN,ZA
C6107,M8741,422777.9114404323,TRANSFER,FR,BR
C5285,M7028,976351.8891258289,TRANSFER,FR,FR
C8734,M7570,530926.7651504177,CASH_OUT,IN,GR
C1819,M8637,314472.0412806586,TRANSFER,AU,BR
C4665,M4709,138952.95565343587,DEBIT,JP,AU
C3879,M7108,350018.1506591971,PAYMENT,GR,ZA
C8403,M8167,845454.8145683464,CASH_OUT,ZA,JP
C5283,M5300,687453.2361440103,DEBIT,GR,AU
C5462,M8398,774954.1094796567,CREDIT,GB,FR
C5313,M8143,313378.84154272167,CREDIT,US,BR
C8552,M7494,627089.1473468072,CASH_OUT,JP,JP
C1027,M3839,188627.14941217733,CREDIT,GB,GR
C5833,M3116,940535.616079832,CREDIT,JP,GR
C7522,M5560,584232.6321434878,CREDIT,GB,FR
C5540,M5786,354552.2413318543,PAYMENT,AU,JP
C7924,M2299,752093.0322640234,DEBIT,FR,BR
C2042,M7733,164450.97042969675,PAYMENT,IN,AU
C7988,M6997,721428.0737598963,TRANSFER,GB,US
C2332,M4838,231981.02167753663,TRANSFER,GB,JP
C8481,M3580,401239.0908447133,PAYMENT,IN,GB
C2519,M2873,17506.554211143914,DEBIT,ZA,AU
C2076,M1415,462937.6356242932,CREDIT,AU,AU
C2294,M8921,957044.2988052014,PAYMENT,GB,US
C6827,M7818,727745.072331807,PAYMENT,ZA,AU
C1200,M7008,661547.2461850729,PAYMENT,JP,AU
C6827,M8331,142442.2829483759,TRANSFER,GB,FR
C3404,M2878,791991.6406009245,PAYMENT,AU,US
C5045,M7545,88179.52871720206,TRANSFER,ZA,ZA
C8515,M1286,802373.5429073771,PAYMENT,ZA,FR
C5828,M4370,999016.8104261741,TRANSFER,FR,GB
C1575,M4073,407094.8166053069,TRANSFER,BR,FR
C4544,M2702,138789.59815956335,PAYMENT,ZA,JP
C1964,M3546,673233.0447289995,CREDIT,BR,JP
C1801,M1228,439338.4274771087,CASH_OUT,FR,JP
C6330,M3716,596369.1395894152,CASH_OUT,AU,FR
C4494,M4063,587440.9753027298,DEBIT,GR,GR
C4469,M8043,317342.57008957275,PAYMENT,US,BR
C7699,M6443,101890.83742180209,CREDIT,FR,IN
C2174,M3878,213481.49581154287,CASH_OUT,AU,US
C3294,M6709,311917.2888200882,CREDIT,BR,IN
C8617,M1341,706932.3255800105,CASH_OUT,FR,ZA
C4574,M6356,331048.8372172432,CASH_OUT,ZA,ZA
C6792,M1091,462710.4973783846,CREDIT,US,JP
C3257,M4411,216455.6686792008,DEBIT,JP,US
C8564,M8590,972578.1520337572,PAYMENT,JP,BR
C6819,M4715,173045.20577826674,TRANSFER,GB,AU
C3228,M5228,249963.13210372647,DEBIT,JP,FR
C4457,M4389,678300.6140081069,TRANSFER,GB,GB
C8649,M5170,666906.6733305253,TRANSFER,JP,US
C3053,M1787,682994.0169293346,PAYMENT,IN,GR
C4481,M5911,993939.0601098523,CREDIT,AU,ZA
C8339,M4765,439320.1479364749,PAYMENT,JP,GR
C4582,M7444,377744.5234474878,DEBIT,BR,GB
C5802,M3830,88075.33138783833,PAYMENT,IN,GB
C6414,M5220,877933.6327010497,DEBIT,GB,IN
C5171,M4521,891824.1104348265,DEBIT,JP,FR
C6318,M6715,132183.701897713,DEBIT,ZA,BR
C7809,M3195,344762.1599620223,CASH_OUT,AU,US
C7041,M6260,918042.0434082128,CREDIT,GB,US
C7598,M8259,447286.1983851051,CASH_OUT,BR,GR
C6809,M3867,875248.7245219976,CREDIT,GR,ZA
C6540,M8655,859776.8295431705,TRANSFER,GB,GB
C3117,M2771,470653.77745991346,DEBIT,AU,GB
C4014,M4935,781018.908559355,CASH_OUT,IN,BR
C5821,M4372,801155.8614037194,TRANSFER,JP,IN
C4459,M4678,667047.5672423841,CASH_OUT,GB,JP
C5376,M5892,278906.72050146834,DEBIT,GB,ZA
C5600,M4549,812875.1186629902,CASH_OUT,BR,GB
C4870,M6421,414045.1571850056,CASH_OUT,BR,BR
C1687,M8685,777367.443822206,CASH_OUT,FR,AU
C7712,M3384,589992.7531190896,CREDIT,IN,GR
C3566,M7939,124725.41043293446,PAYMENT,US,GB
C6111,M3573,113267.34226131684,PAYMENT,FR,BR
C8405,M4585,280990.7807254358,CREDIT,US,GR
C4096,M4464,280009.83101709594,TRANSFER,US,AU
C7372,M4539,885575.5211061554,CREDIT,IN,IN
C1045,M3784,31032.830773660615,PAYMENT,JP,ZA
C1342,M8604,359083.4030389356,DEBIT,GR,FR
C6508,M3474,226913.09121983493,TRANSFER,IN,IN
C8040,M7677,832764.9436799503,CREDIT,AU,GR
C4163,M2956,118723.51894786139,CASH_OUT,IN,AU
C5055,M2635,951309.2296325319,DEBIT,GB,IN
C7114,M2710,254851.53995370277,TRANSFER,BR,FR
C4842,M7986,898735.2982167086,CREDIT,FR,IN
C6829,M7349,721317.6720479178,TRANSFER,GR,GR
C5232,M3716,364785.9018971713,CREDIT,FR,BR
C4004,M4123,190807.67412505296,CASH_OUT,US,AU
C5362,M1572,617160.7915391694,DEBIT,IN,GR
C1974,M3303,378964.9295031623,PAYMENT,BR,GB
C2130,M2376,809237.7855428444,CASH_OUT,GB,FR
C5906,M2343,189778.8717635849,CREDIT,GB,GB
C3327,M6625,354602.98496517364,PAYMENT,US,ZA
C4269,M1832,686742.6044856196,CREDIT,US,IN
C4059,M4383,292707.55385113275,DEBIT,JP,IN
C5788,M6371,721183.0357736459,CREDIT,AU,BR
C5501,M2995,162351.35884079934,PAYMENT,JP,IN
C5467,M5522,6463.300595846813,TRANSFER,GR,IN
C8222,M5174,68376.96514609632,TRANSFER,JP,US
C8579,M3147,859727.5419843573,TRANSFER,GB,AU
C3959,M1956,559074.9777268085,DEBIT,AU,ZA
C8302,M8033,912822.8317087105,PAYMENT,ZA,BR
C3397,M6491,119933.78452946036,CREDIT,JP,AU
C1759,M5500,362381.71731234423,CREDIT,JP,GB
C5439,M4460,575221.9098260473,TRANSFER,IN,GR
C8677,M8219,532799.5875773219,PAYMENT,IN,JP
C3635,M8608,669031.3015367604,PAYMENT,GR,US
C5390,M7579,624951.6182390328,CASH_OUT,IN,FR
C1236,M8917,889199.5330274628,DEBIT,US,US
C8045,M6554,41393.10132263016,PAYMENT,US,BR
C3318,M7247,163560.31926034053,CREDIT,US,US
C5244,M4061,599440.4357589196,DEBIT,FR,JP
C8979,M1207,236162.23053285966,CREDIT,US,GR
C3393,M4050,522146.29038744344,CREDIT,ZA,GR
C7821,M6281,300090.1869384409,CASH_OUT,ZA,GB
C3354,M6469,767042.9134607837,CREDIT,ZA,IN
C2536,M6215,869146.366762093,TRANSFER,GR,US
C7555,M5558,767115.5597259523,CREDIT,BR,AU
C7587,M4325,264747.65331445134,TRANSFER,IN,JP
C2766,M8756,974648.8771125172,PAYMENT,AU,JP
C1100,M1075,46484.90154706993,TRANSFER,IN,GR
C1777,M5389,371494.9521414666,CREDIT,JP,GR
C8258,M2252,670370.0386117769,DEBIT,ZA,US
C5807,M7181,950440.6841027429,CASH_OUT,GR,GR
C8120,M8873,9474.532833790909,CASH_OUT,GB,IN
C3328,M5952,822424.5099765375,DEBIT,IN,FR
C6383,M7471,841449.0911035882,DEBIT,GR,JP
C8581,M1658,612813.680739175,CASH_OUT,IN,BR
C8340,M4931,588175.6418702698,PAYMENT,GB,GR
C5205,M1966,930002.919154758,TRANSFER,GR,GB
C3646,M3695,781527.8874612056,CREDIT,IN,ZA
C8360,M5436,168434.52248677498,CASH_OUT,GB,JP
C6124,M3829,547216.9168816331,CREDIT,JP,JP
C7123,M2147,279142.2605912181,CASH_OUT,ZA,AU
C4560,M4713,616375.4989918584,DEBIT,GR,FR
C4949,M1210,980950.8821577016,TRANSFER,US,AU
C2978,M1145,596016.7045944887,CREDIT,JP,AU
C2623,M5308,293815.443918084,PAYMENT,JP,ZA
C1281,M3819,920971.8364570162,CREDIT,GB,ZA
C6934,M1834,402127.9787050065,CREDIT,GR,ZA
C3044,M6243,587433.4397206289,PAYMENT,ZA,GB
C7485,M6906,376413.4325849039,DEBIT,US,ZA
C5591,M7748,643292.7448895276,CREDIT,GB,ZA
C7695,M4573,702422.2059455329,DEBIT,BR,US
C2348,M3539,718358.3856007792,CREDIT,ZA,FR
C3750,M4416,415845.279256581,CASH_OUT,GR,FR
C1711,M5334,588997.9313261642,CASH_OUT,GR,BR
C5193,M6929,19803.992725492943,TRANSFER,BR,ZA
C1462,M5834,43216.91613861676,CREDIT,GR,US
C2284,M7073,477151.9271221488,PAYMENT,AU,JP
C3029,M6942,667962.937986697,DEBIT,FR,BR
C5800,M2591,211828.30717511752,CASH_OUT,IN,IN
C7164,M6160,446409.7671317504,PAYMENT,ZA,GR
C5186,M2395,682279.1084830709,DEBIT,AU,AU
C7107,M3351,457347.3481704302,DEBIT,JP,ZA
C8491,M5555,178515.58572063534,CREDIT,ZA,GB
C6041,M3239,720007.3498982842,CREDIT,GR,GR
C7150,M5322,507989.3328684997,CASH_OUT,AU,ZA
C6347,M4308,459933.20149398624,TRANSFER,GR,FR
C5632,M4488,791968.7529826527,CASH_OUT,JP,US
C1996,M1026,770918.4223297423,CREDIT,AU,BR
C6187,M5588,121781.94837871974,PAYMENT,BR,GB
C7518,M7064,450291.737108845,DEBIT,JP,BR
C6588,M5621,743391.5442635438,PAYMENT,FR,IN
C8629,M8875,17521.258643239762,DEBIT,AU,IN
C5151,M2388,198505.5469333133,DEBIT,AU,IN
C1856,M3945,283755.5497627,PAYMENT,US,AU
C7590,M1565,259509.02552853673,CASH_OUT,BR,FR
C6618,M4004,588261.7819599696,CREDIT,AU,FR
C8062,M8739,578567.2468656234,TRANSFER,ZA,AU
C8784,M5712,598.5392216551508,CASH_OUT,GB,GR
C4287,M4351,798311.3600624545,CASH_OUT,ZA,BR
C4928,M1212,62243.79425931426,PAYMENT,AU,JP
C5749,M1787,642955.0947825162,CREDIT,AU,IN
C8291,M7384,132752.70517895045,TRANSFER,IN,FR
C6660,M2472,118048.68775648827,CASH_OUT,ZA,AU
C5182,M5633,631298.5504176132,CREDIT,GB,FR
C1129,M8876,68117.01261674754,CASH_OUT,BR,FR
C4454,M6086,437842.23959085933,CREDIT,GR,US
C5180,M2852,834037.7188248493,CREDIT,AU,FR
C7818,M2135,256567.35577120897,PAYMENT,GB,GB
C1194,M5329,639812.6178723063,PAYMENT,BR,GB
C3024,M8413,714598.157411076,DEBIT,GR,FR
C5459,M3750,221354.39359371303,CREDIT,GR,BR
C6824,M3369,746594.3161421004,CREDIT,FR,US
C5110,M3773,534449.8198957293,PAYMENT,US,AU
C1699,M5937,972470.0966146332,CASH_OUT,JP,ZA
C1685,M8311,854527.6316484015,TRANSFER,JP,US
C7398,M7880,582185.8298849367,DEBIT,JP,US
C2502,M1439,426930.7223274246,TRANSFER,US,ZA
C7629,M3888,234369.9760238632,TRANSFER,FR,IN
C1154,M2553,383016.5814762668,PAYMENT,JP,JP
C7502,M7529,968455.9158497021,CASH_OUT,IN,ZA
C1438,M1499,130109.27874243756,DEBIT,GB,BR
C4082,M7608,234319.00390564787,TRANSFER,JP,AU
C6565,M5616,775596.7750714,TRANSFER,BR,JP
C6234,M6483,72156.74325172672,DEBIT,FR,JP
C4058,M6923,493098.7793427257,PAYMENT,IN,AU
C4019,M6462,177207.5219765763,PAYMENT,JP,FR
C8886,M5749,193912.7110201986,PAYMENT,GB,FR
C4105,M6528,481734.24098946986,TRANSFER,US,AU
C2208,M6940,365612.9740071272,CREDIT,ZA,GB
C4329,M2725,823940.1834220334,PAYMENT,BR,BR
C6985,M6872,546421.1320829545,TRANSFER,US,IN
C5533,M1738,19435.97367827213,PAYMENT,GR,AU
C5945,M2962,87268.0694462775,TRANSFER,BR,GR
C6637,M1714,566732.6775102202,DEBIT,ZA,JP
C4725,M3602,394727.59853398445,CREDIT,US,AU
C4304,M2625,837235.8805596014,DEBIT,AU,IN
C4212,M6534,142407.6432631114,TRANSFER,AU,IN
C3636,M6324,604287.6130726093,PAYMENT,GB,AU
C6671,M1863,473015.8640088779,CREDIT,US,US
C1423,M8293,300234.82422732835,CASH_OUT,BR,JP
C2362,M4538,855324.8180474903,CREDIT,ZA,US
C2666,M1618,216159.39549921436,TRANSFER,BR,ZA
C5607,M8533,452639.8659598253,TRANSFER,GB,GR
C8452,M8787,954237.7613803723,PAYMENT,IN,AU
C1287,M2239,668484.1244140276,TRANSFER,US,GB
C6167,M2941,859141.130951673,TRANSFER,BR,GB
C2224,M4846,575552.3393209911,DEBIT,ZA,GR
C2856,M1254,428850.60734636977,PAYMENT,IN,IN
C6934,M5278,787472.9986938323,TRANSFER,IN,ZA
C3815,M2631,622828.0581420189,CASH_OUT,BR,BR
C2684,M8416,615912.3031583757,DEBIT,GR,AU
C5057,M5866,544910.8773595219,DEBIT,JP,JP
C7153,M7691,987746.4173685923,DEBIT,GR,BR
C1405,M3093,769753.8949335809,TRANSFER,IN,IN
C2516,M7939,858850.5188685452,DEBIT,GR,FR
C2925,M7595,410266.52441199846,CASH_OUT,GB,IN
C1150,M5219,172598.35324564384,PAYMENT,GR,GR
C3723,M5000,42117.39955047142,PAYMENT,US,GB
C5994,M8841,980565.1778456636,CASH_OUT,AU,US
C7380,M6343,972065.519990612,CREDIT,IN,AU
C6446,M5624,737796.2190243679,TRANSFER,GB,BR
C8524,M8851,525007.4295697978,CREDIT,JP,AU
C8371,M6540,63399.09157547324,CREDIT,FR,JP
C4200,M5676,592737.0786315405,CASH_OUT,US,GB
C2439,M3093,141999.08266239706,CREDIT,AU,IN
C7663,M8019,324282.37917798286,CASH_OUT,GB,FR
C1484,M3278,228483.0708123222,CREDIT,GR,GR
C3328,M7219,860681.7766956149,TRANSFER,JP,GR
C3719,M6667,114882.4643482864,CREDIT,JP,ZA
C7221,M7530,47316.47425465936,TRANSFER,FR,ZA
C4460,M8676,770797.2958305207,TRANSFER,BR,ZA
C8065,M6075,168945.37732515542,CASH_OUT,IN,BR
C5112,M3738,94549.43121132119,CREDIT,AU,JP
C3406,M8693,442794.44776662043,PAYMENT,BR,IN
C5500,M1426,27993.88545349586,CASH_OUT,BR,FR
C7967,M3702,632847.510936695,CREDIT,ZA,US
C3507,M1342,764865.4120222942,CASH_OUT,JP,US
C7111,M1863,176200.45171294725,CASH_OUT,JP,FR
C5454,M2299,283043.151331843,CREDIT,GB,GB
C2780,M1909,100349.58114063749,CASH_OUT,US,BR
C8665,M6128,100012.25773281296,CREDIT,IN,GR
C4017,M7625,733882.0651938011,CREDIT,US,IN
C4694,M4374,709597.0837994528,CREDIT,US,AU
C3940,M4570,358772.72057730216,PAYMENT,BR,JP
C4400,M4663,590991.5678387963,PAYMENT,IN,US
C4389,M7089,528029.6089868159,CASH_OUT,US,GB
C7152,M2119,295270.6661582759,CREDIT,JP,AU
C4700,M2120,247372.12766674286,TRANSFER,ZA,US
C2748,M6530,165896.17450652152,DEBIT,GR,AU
C8855,M4189,39320.81744815187,DEBIT,FR,GR
C8558,M5190,250245.4197847919,PAYMENT,US,GB
C5347,M7897,753112.4838059826,TRANSFER,GR,IN
C5488,M3519,43272.84030410064,DEBIT,ZA,FR
C2416,M7054,175473.30816701398,CASH_OUT,JP,IN
C2666,M5690,844369.2718383939,PAYMENT,GR,GB
C7598,M4554,885857.0788801811,TRANSFER,GR,ZA
C3058,M3957,272360.2538306555,DEBIT,GR,ZA
C8817,M3119,518758.9645564195,CREDIT,FR,BR
C5345,M6360,773050.3860653049,TRANSFER,FR,JP
C7790,M5875,291729.5035334449,PAYMENT,GR,ZA
C8095,M7711,226981.06879022272,TRANSFER,US,BR
C3724,M7436,115874.59111316506,DEBIT,FR,JP
C7957,M7717,634581.6219639281,PAYMENT,JP,AU
C1670,M6643,790616.5188977253,CASH_OUT,FR,BR
C5797,M2487,838965.954192784,CASH_OUT,JP,US
C7538,M1079,526567.4931187946,TRANSFER,ZA,BR
C3508,M8897,461318.3034796057,PAYMENT,FR,AU
C6182,M1190,302582.93463960796,TRANSFER,US,FR
C8923,M8942,58537.82723704091,CREDIT,GB,GB
C7889,M7420,832417.0016947378,DEBIT,AU,GR
C1183,M2009,495685.4996026862,DEBIT,AU,GR
C3453,M7546,542292.2784581321,CASH_OUT,FR,US
C8994,M5525,409063.56934726355,CREDIT,US,ZA
C4350,M3100,902198.2510273993,PAYMENT,GR,JP
C8032,M6918,635812.7812794406,CASH_OUT,JP,IN
C4690,M6523,617682.2210789112,CREDIT,JP,FR
C5135,M6686,867626.486959587,CREDIT,IN,US
C1837,M8649,770278.0356835717,PAYMENT,BR,GB
C5691,M7479,379343.67662628996,DEBIT,BR,US
